canonical_smiles,standard_value,log_papp
CCN(CC)C[C@@H](O)COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,8.12,0.9095560292411753
CCN(CC)C[C@H]1[C@@H](O)[C@@]2(O)c3c(OC)cncc3O[C@@]2(c2ccc(C#N)cc2)[C@@H]1c1ccccc1,0.3,-0.5228787452803376
CCN(CC)Cc1ccccc1-c1ccc(N2CCc3c(C(N)=O)nn(-c4ccc(OC)cc4)c3C2=O)cc1,2.3,0.36172783601759284
CCN(CC)Cc1ccccc1CNC(=O)c1cc(Br)cc(NC(=O)c2ccc(F)cc2)c1,6.93,0.8407332346118067
CCN(CC)Cc1ccccc1CNC(=O)c1cc(C)cc(NC(=O)c2ccc(F)cc2)c1,9.17,0.9623693356700211
CCN(CC)Cc1ccccc1CNC(=O)c1cc(Cl)cc(NC(=O)c2ccc(F)cc2)c1,7.54,0.877371345869774
CCN(CC)Cc1ccccc1CNC(=O)c1cc(F)cc(NC(=O)c2ccc(F)cc2)c1,837.0,2.92272545799326
CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,631.0,2.8000293592441343
CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2ccc(Cl)cc2)c1,6.02,0.7795964912578245
CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2ccc(F)cc2)c1,10.23,1.0098756337121602
CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2ccc(F)cc2)c1C,11.4,1.0569048513364727
CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2ccc(I)cc2)c1,10.05,1.0021660617565078
CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2cccc(C(=O)NCCn3cc(CCC[N+]4=C(/C=C/C5=C6Oc7cc(OC(=O)C8CC8)ccc7C=C6CCC5)C(C)(C)c5ccccc54)nn3)c2)c1.[I-],15.52,1.1908917169221696
CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2ccco2)c1,6.89,0.8382192219076258
CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2cccs2)c1,19.04,1.2796669440484556
CCN(CC)c1ccc(/C=C/c2cc(N3CCN(C)CC3)c3ccccc3[n+]2C)c(OC)c1.[I-],1.5,0.17609125905568124
CCN(CC)c1ccc(/C=C/c2cc(N3CCN(CCO)CC3)c3ccccc3[n+]2C)c(O)c1.[I-],0.8,-0.09691001300805639
CCN(CC)c1ccc(/C=C/c2cc(N3CCN(CCO)CC3)c3ccccc3[n+]2C)c(OC)c1.[I-],0.2,-0.6989700043360187
CCN(CC)c1ccc(/C=C/c2cc(N3CCOCC3)c3ccccc3[n+]2C)c(O)c1.[I-],4.1,0.6127838567197355
CCN(CC)c1ccc(/C=C/c2cc(N3CCOCC3)c3ccccc3[n+]2C)c(OC)c1.[I-],2.2,0.3424226808222063
CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(O)c1.[I-],5.2,0.7160033436347992
CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(OC)c1.[I-],2.6,0.414973347970818
CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(OC)n1.[I-],6.0,0.7781512503836436
CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1.[I-],3.1,0.4913616938342727
CCN(CC)c1ccc(/C=C2\C(=O)N(c3ccccn3)N=C2C)cc1,0.44999999999999996,-0.3467874862246564
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],36.6,1.5634810853944108
CCN(CC)c1ccc2c(=O)c3cccc(Cl)c3oc2c1,0.54,-0.26760624017703144
CCN(CC)c1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,10.1,1.0043213737826426
CCN(CC)c1nc(OCCOC)nc2c1CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,107.14,2.0299516420368406
CCN(CC)c1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,0.3,-0.5228787452803376
CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1ccc(O)cc1,5.95,0.7745169657285496
CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1ccc(OC(=O)NC2CCCCC2)cc1,7.36,0.8668778143374989
CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1ccc(OC(=O)NCCCl)cc1,5.02,0.7007037171450193
CCN(CCCCCCn1nc(-c2cc(N(C)C)ccc2O)ccc1=O)Cc1ccccc1N(C)C,13.47,1.1293675957229856
CCN(CCCCCCn1nc(-c2ccccc2O)ccc1=O)Cc1cccc(F)c1,13.15,1.1189257528257768
CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,13.37,1.1261314072619844
CCN(CCN)c1ccc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)cc1-n1cnnc1,0.26,-0.585026652029182
CCN(CCc1ccccc1)Cc1cccc(OCc2ccccc2)c1,21.0,1.3222192947339193
CCN(C[C@@H]1C[C@@H](F)CN1)C(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1,42.0,1.6232492903979006
CCN(Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1N(C)C,10.46,1.0195316845312554
CCN(Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1OC,6.05,0.7817553746524689
CCN(Cc1ccc(/C=C2\Oc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1N(C)C,12.25,1.0881360887005513
CCN(Cc1ccc(N(C)C)cc1)Cc1cc(-c2ccc(C(C)C(=O)OC)cc2F)ccc1O,8.54,0.931457870689005
CCN(Cc1ccc(OCc2ccccc2)cc1)C(C)CCc1ccccc1,36.0,1.5563025007672873
CCN(Cc1ccccc1)Cc1cccc(OCc2ccccc2)c1,36.0,1.5563025007672873
CCN(Cc1nc2c(N)nc3cc(-c4cc[nH]n4)ccc3c2[nH]1)C(C)=O,0.6,-0.2218487496163564
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,1.061,0.025715383901340642
CCN1C(=O)C(=O)N([C@H]2CCCN(C[C@H]3COc4ccccc4O3)C2)C1=O,27.450000000000003,1.4385423487861106
CCN1C(=O)N([C@H]2CC[C@H](C(F)(F)F)CC2)C(=O)C12CCN(CC1CCOCC1)CC2,17.0,1.2304489213782739
CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]ncc3c21,8.3,0.919078092376074
CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3c(c21)CC(=O)N3,5.7,0.7558748556724915
CCN1C(=O)N(c2ccc(C3CC3)cc2)C(=O)C12CCN(CC1CCOCC1)CC2,17.5,1.2430380486862944
CCN1C(=O)c2ccccc2S1(=N)=O,92.0,1.9637878273455553
CCN1C(=O)c2ccccc2S1(=O)=O,125.0,2.0969100130080562
CCN1C(=O)c2nc(C)sc2N(C)c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc21,8.3,0.919078092376074
CCN1CC(C)(C)OC(=O)C1CC(=O)NCc1cccc(-c2ccccc2)c1,17.5,1.2430380486862944
CCN1CC(C)(C)OC(=O)C1CC(=O)Nc1ccc(C(C)C)cc1,50.0,1.6989700043360187
CCN1CC(CC#N)(n2cc(-c3nc(-c4cnn(C)c4)cn4nccc34)cn2)C1,33.0,1.5185139398778875
CCN1CC(n2nccc2-c2cc(Cl)ccc2Oc2ccc(S(=O)(=O)Nc3cscn3)cc2C#N)C1,4.475,0.6507930396519307
CCN1CCC(Cc2ccc(C(=O)CCN(C)C)cc2)CC1,140.0,2.146128035678238
CCN1CCC(c2cnn(-c3nccc4c(=O)[nH]cnc34)c2)CC1,0.76,-0.11918640771920865
CCN1CCC(c2ncc(-c3cnc(N)c(OCc4ccncc4)c3)s2)CC1,13.4,1.1271047983648077
CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,0.36,-0.44369749923271273
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.05,-1.3010299956639813
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,66.0,1.8195439355418688
CCN1CCC[C@H]1CNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1,23.0,1.3617278360175928
CCN1CCN(C(=O)CSc2ncnc3sc(C)c(Cl)c23)CC1=O,19.05,1.2798949800116382
CCN1CCN(C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1,6.5,0.8129133566428556
CCN1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,892.3,2.9505108929859967
CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,0.45,-0.3467874862246563
CCN1CCN(CCCn2cnc3c(N4CCN(CC)CC4)ncnc32)CC1,6.425,0.8078731320033321
CCN1CCN(Cc2ccc3cc(C(=O)Nc4cc(NC(=O)c5ccc6c(c5)OCCO6)ccc4F)ccc3n2)CC1,7.7,0.8864907251724818
CCN1CCN(S(=O)(=O)c2cnc(OCCOC)c(-c3nc4c5n(nc4c(=O)[nH]3)CCCC5C)c2)CC1,24.0,1.380211241711606
CCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,514.5,2.7113853790984517
CCN1CCN(c2cc(C)c3cc(NC(=O)c4ccc(Cl)c(Cl)c4)ccc3n2)CC1,25.86,1.4126285205443752
CCN1CCN(c2cc(F)c(NC(=O)N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)c(F)c2)CC1,1.1,0.04139268515822508
CCN1CCN(c2cc(NC(=O)Cn3cc(-c4cc(C(N)=O)c(O)c(F)c4F)c4c(=O)n(C)cnc43)c(Cl)cn2)[C@@H](C)C1,2.6,0.414973347970818
CCN1CCN(c2ccc(Nc3nc4cc(Oc5ccnc(C(=O)NC)c5)ccc4o3)cc2)CC1,10.0,1.0
CCN1CCN(c2nc(NCc3ccc(CN(C)C)cc3)nc3c2ncn3CCCN2CCCC2)CC1,76.725,1.8849368971038603
CCN1CCN(c2nc(NCc3ccc(F)cc3)nc3c2ncn3CCCN2CCCC2)CC1,62.769999999999996,1.7977521286507108
CCN1CCN(c2nc(NCc3ccc(OC)cc3)nc3c2ncn3CCCN2CCCC2)CC1,53.290000000000006,1.7266457202409118
CCN1CC[C@@](NC(=O)c2ccc3c(C4CCCCC4)c(-c4ccccn4)n(C)c3c2)(C(=O)Nc2ccc(/C=C/C(=O)O)cc2)C1,5.6,0.7481880270062004
CCN1CCc2cc(O)c(N3CC(=O)NS3(=O)=O)c(F)c2CC1,0.15,-0.8239087409443188
CCN1CN(C(=O)CSc2ncnc3sc(C)c(Cl)c23)CC1=O,43.0,1.6334684555795864
CCN1C[C@H]2C[C@@H](N(Cc3ccc(F)c(C(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,14.5,1.1613680022349748
CCN1C[C@H]2C[C@@H](N(Cc3cccc(OC(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,30.0,1.4771212547196624
CCN=S1(=O)NC(=O)c2ccccc21,26.8,1.4281347940287887
CCN=[S+](C)([O-])c1ccc(Nc2ncc(C(F)(F)F)c(N[C@@H]3CCC[C@H]3N(C)C)n2)cc1,7.433333333333334,0.8711836083284983
CCNC(=O)C1=Cc2ccccc2S(=O)(=O)N1C,5.9,0.7708520116421442
CCNC(=O)CC1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,10.0,1.0
CCNC(=O)CN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,21.0,1.3222192947339193
CCNC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,0.6,-0.2218487496163564
CCNC(=O)N1C[C@H]2[C@H](C)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@@H]3[C@@H](C)OC(=O)[C@@]32C1,32.3,1.5092025223311027
CCNC(=O)Nc1cc(-n2cccn2)c(C(=O)Nc2cccnc2)cn1,1.23,0.08990511143939793
CCNC(=O)Nc1cc(N2CCC(N)C2)c(C(=O)Nc2cccnc2)cn1,4.02,0.60422605308447
CCNC(=O)Nc1cc(Nc2ccc(OC)cc2)c(C(=O)Nc2cccnc2)cn1,11.83,1.0729847446279304
CCNC(=O)Nc1cc(Nc2cccc(C)c2)c(C(=O)Nc2cccc(C)c2)cn1,2.67,0.42651126136457523
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,0.7,-0.1549019599857432
CCNC(=O)Nc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,30.58,1.4854374810763014
CCNC(=O)Oc1ccc(CN(C)CCCCCCOc2cc(O)c3c(=O)c4ccccc4oc3c2)cc1,5.09,0.7067177823367587
CCNC(=O)Oc1ccc(CN(CC)CCCCCCOc2cc(O)c3c(=O)c4ccccc4oc3c2)cc1,7.38,0.8680563618230416
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,0.2,-0.6989700043360187
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(CNC(=O)NCCN(C(C)C)C4CCCC4)nc32)[C@H](O)[C@@H]1O,0.7,-0.1549019599857432
CCNC(=O)c1c(O)c2ccncc2[nH]c1=O,15.8,1.1986570869544226
CCNC(=O)c1cc(-c2ccc(NC(=O)[C@H](O)c3cc(F)cc(F)c3)cc2C)cnc1N,14.0,1.146128035678238
CCNC(=O)c1cc2c(-c3cc(C(=O)O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,0.74,-0.13076828026902382
CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,2.0,0.3010299956639812
CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,6.3,0.7993405494535817
CCNC(=O)c1cc2c(-c3cc(C4(O)CCC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,1.56,0.1931245983544616
CCNC(=O)c1cc2c(-c3cc(C4(O)CCOCC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,1.47,0.1673173347481761
CCNC(=O)c1cc2c(-c3cc(C4(O)COC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,1.66,0.22010808804005508
CCNC(=O)c1cc2c(-c3cc(CO)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,1.69,0.22788670461367352
CCNC(=O)c1cc2c(-c3cc(NC(=O)OC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,0.92,-0.036212172654444715
CCNC(=O)c1cc2c(-c3cc(NC(C)=O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,1.06,0.02530586526477026
CCNC(=O)c1cc2c(-c3cc(NC(C)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,1.96,0.292256071356476
CCNC(=O)c1cc2c(-c3cc(NS(=O)(=O)CC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,0.23,-0.638272163982407
CCNC(=O)c1cc2c(-c3cc(NS(=O)(=O)CC)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,0.22,-0.6575773191777937
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)C4CC4)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,8.33,0.9206450014067876
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3c(C)cccc3C)cn(C)c(=O)c2[nH]1,9.0,0.9542425094393249
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3cccc4cc[nH]c34)cn(C)c(=O)c2[nH]1,3.5,0.5440680443502757
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3ccccc3C)cn(C)c(=O)c2[nH]1,10.3,1.0128372247051722
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-n3ccc4cccc(C)c43)cn(C)c(=O)c2[nH]1,14.7,1.167317334748176
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-n3ccc4ccccc43)cn(C)c(=O)c2[nH]1,15.9,1.2013971243204515
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cc(Cl)cc3C)cn(C)c(=O)c2[nH]1,1.46,0.1643528557844371
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,6.12,0.7867514221455612
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3Br)cn(C)c(=O)c2[nH]1,10.5,1.021189299069938
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C#N)cn(C)c(=O)c2[nH]1,15.3,1.1846914308175989
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C(F)(F)F)cn(C)c(=O)c2[nH]1,15.2,1.1818435879447726
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C(F)F)cn(C)c(=O)c2[nH]1,15.2,1.1818435879447726
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,7.68,0.885361220031512
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3Cl)cn(C)c(=O)c2[nH]1,2.73,0.436162647040756
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3F)cn(C)c(=O)c2[nH]1,15.4,1.187520720836463
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3cc(C)cc(C)c3)cn(C)c(=O)c2[nH]1,3.1,0.4913616938342727
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccc(F)cc3F)cn(C)c(=O)c2[nH]1,3.18,0.5024271199844327
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccccc3C(C)(C)C)cn(C)c(=O)c2[nH]1,5.6,0.7481880270062004
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccccc3C)cn(C)c(=O)c2[nH]1,3.68,0.5658478186735176
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccccc3Cl)cn(C)c(=O)c2[nH]1,13.8,1.1398790864012365
CCNC(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Nc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,3.59,0.5550944485783191
CCNC(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,10.7,1.0293837776852097
CCNC(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Oc3ccc(F)cc3F)cn(C)c(=O)c2[nH]1,10.8,1.0334237554869496
CCNC(=O)c1cc2c(-c3ccccc3Cc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,3.81,0.5809249756756193
CCNC(=O)c1cc2c(N3CCCC3C(C)(C)OC)ccnc2[nH]1,197.5,2.295567099962479
CCNC(=O)c1cc2c(N3CCCC3c3ccccc3)ccnc2[nH]1,52.0,1.7160033436347992
CCNC(=O)c1cc2c(N3CCCC3c3ccccn3)ccnc2[nH]1,43.5,1.6384892569546374
CCNC(=O)c1cc2c(N3CCCC3c3cccnc3)ccnc2[nH]1,17.5,1.2430380486862944
CCNC(=O)c1cc2c(N3CCOCC3C3CC3)ccnc2[nH]1,51.5,1.711807229041191
CCNC(=O)c1cc2c(N3CCOCC3c3ccccc3)ccnc2[nH]1,76.0,1.8808135922807914
CCNC(=O)c1cc2c(N3CCOC[C@@H]3C)ccnc2[nH]1,178.5,2.251638220448212
CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,2.6550000000000002,0.4240645254174879
CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,0.616,-0.21041928783557454
CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCO4)C(C)C)ncnc2[nH]1,0.21303333333333332,-0.6715524371711067
CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)NCC4)C(C)C)ncnc2[nH]1,1.96,0.292256071356476
CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,2.7,0.43136376415898736
CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,0.717,-0.1444808443321999
CCNC(=O)c1cc2c(cc1F)NC(=O)[C@]21CC[C@@H](Oc2ncc(Cl)cc2Cl)CC1,35.0,1.5440680443502757
CCNC(=O)c1ccc(Nc2ncc(F)c(N3C[C@H]4CC[C@H](C3)N4C(=O)C3CC3)n2)nc1,5.6,0.7481880270062004
CCNC(=O)c1ccc(Oc2c(C)cccc2C)c(-c2cn(C)c(=O)c3[nH]c(C(=O)NCC)cc23)c1,2.63,0.41995574848975786
CCNC(=O)c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,30.0,1.4771212547196624
CCNC(=O)c1ccc2c(c1)[C@]1(CC[C@H](Oc3ncc(C#N)cc3C#N)CC1)C(=O)N2,0.12,-0.9208187539523752
CCNC(=O)c1ccc2c(c1)[C@]1(CC[C@H](Oc3ncc(Cl)cc3C#N)CC1)C(=O)N2,1.0,0.0
CCNC(=O)c1ccc2c(c1)[C@]1(CC[C@H](Oc3ncc(Cl)cc3Cl)CC1)C(=O)N2,12.0,1.0791812460476249
CCNC(=O)c1ccc2c(c1F)[C@]1(CC[C@H](Oc3ncc(Cl)cc3Cl)CC1)C(=O)N2,29.0,1.462397997898956
CCNC(=O)c1cnc(-c2cncc(Oc3ncccc3OCC)c2)nc1,15.0,1.1760912590556813
CCNC(=O)c1cncc(-c2cnn3cc(-c4cnn(CC)c4)c(O[C@H]4CCOC4)nc23)c1,0.6,-0.2218487496163564
CCNC(=O)c1csc([C@H](Cc2ccccc2)NC(=O)[C@H](C)[C@@H](OC)[C@@H]2CCCN2C(=O)C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C)n1,1.7,0.2304489213782739
CCNC(=O)c1ncc(Nc2ncc(F)c(N3C[C@H]4CC[C@H](C3)N4C(=O)C3CC3)n2)cc1C,5.6,0.7481880270062004
CCNC1=NS(=O)(=O)c2ccccc21,29.3,1.4668676203541096
CCNC1=N[C@@H]2C[C@H](O)[C@@H](CO)O[C@@H]2S1,2.6,0.414973347970818
CCNC1=N[C@@H]2[C@@H](F)[C@H](O)[C@@H](CO)O[C@@H]2S1,2.7,0.43136376415898736
CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](C(F)F)O[C@@H]2S1,6.4,0.8061799739838872
CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CF)O[C@@H]2S1,6.1,0.785329835010767
CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,1.0,0.0
CCNC1=N[C@H]2[C@H](O[C@H](CO)C[C@@H]2O)S1,7.0,0.8450980400142568
CCNCc1cc(C)c(-c2cc3c(-c4cnn(C)c4)n[nH]c3cn2)c(F)c1,1.4,0.146128035678238
CCNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)ncc1CCc1cc(OC)cc(OC)c1,1.8,0.25527250510330607
CCNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)ncc1NC(=O)c1cc(OC)cc(OC)c1,1.4,0.146128035678238
CCN[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl.Cl,0.4,-0.3979400086720376
CCN[C@@H]1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](Oc3ccccn3)CC2)C1,24.0,1.380211241711606
CCNc1cc(=O)[nH]c2ccc(Nc3ccnc(Cl)c3C#N)cc12,0.1,-1.0
CCNc1ccc2c(=O)c3cccc(Cl)c3oc2c1,6.73,0.8280150642239769
CCNc1ccc2c(=O)c3cccc(F)c3oc2c1,0.36,-0.44369749923271273
CCNc1ccc2cn(-c3ccc4nn(C)cc4c3)c(=O)c(-c3ccc(Cl)cc3)c2n1,13.0,1.1139433523068367
CCNc1cccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)n1,3.1,0.4913616938342727
CCNc1nc(Cl)nc(NC(C)C)n1,50.644999999999996,1.7045365754693131
CCNc1nc(OCCOC)nc2c1CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,71.47,1.8541237821011671
CCNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3CC[C@H](N)CC3)c2n1,1.2,0.07918124604762482
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CC3CCNC(=O)C3)c2n1,10.6,1.0253058652647702
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CC3CCNCC3)c2n1,0.9,-0.045757490560675115
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CCCCN)c2n1,1.1,0.04139268515822508
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CCCO)c2n1,21.0,1.3222192947339193
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3CC[C@H](N)CC3)c2n1,0.4,-0.3979400086720376
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,1.7,0.2304489213782739
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC)n1cccc(NC(=O)c2cc(C)on2)c1=O,5.0,0.6989700043360189
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccc(F)c(F)c1)n1cccc(NC(=O)c2cc(C)on2)c1=O,35.0,1.5440680443502757
CCOC(=O)/C=C/c1cc(O)c(O)c([N+](=O)[O-])c1,1.0,0.0
